homology_id,mouse_symbol,human_symbol
48893511,CHR9:96564820-96613728(-),CHR3:141324186-141449792(+)
48893512,CHR18:13820070-14105812(-),CHR18:25061924-25352190(-)
48893513,CHR13:73827864-73848899(-),CHR5:1201595-1225111(+)
48893514,CHR2:73113445-73142922(-),CHR2:174348022-174395712(-)
48893515,CHR2:73171850-73216842(-),CHR2:174431571-174487094(-)
48893516,CHR8:112175429-112248724(-),CHR16:74871362-75000173(-)
48893517,CHR19:10366454-10430544(+),CHR11:61513714-61588387(-)
48893518,CHR2:79664797-79959802(-),CHR2:182139968-182716797(-)
48893519,CHR5:74159387-74229070(-),CHR4:52590960-52659301(-)
48893520,CHR9:98169488-98302491(+),CHR3:139560180-139678050(-)
48893521,CHR18:84225826-84612815(-),CHR18:74597870-75065671(+)
48893522,CHR19:45780785-45804948(-),CHR10:101825974-101843920(-)
48893523,CHR15:95688724-95872632(+),CHR12:45215987-45482280(+)
48893524,CHR8:106427780-106430126(+),CHR16:67660946-67662774(+)
48893525,CHR11:76570699-76589490(+),CHR17:1279662-1300978(+)
48893526,CHR2:130509530-130523534(+),CHR20:3204065-3227449(+)
48893527,CHR5:107254436-107437495(-),CHR1:91680343-91906335(-)
48893528,CHR10:128237264-128247361(-),CHR12:56222015-56229854(+)
48893529,CHR11:43572825-43612318(+),CHR5:160044316-160119450(-)
48893530,CHR6:58808450-58897383(+),CHR4:88523810-88708539(+)
48893531,CHR16:10601672-10603400(-),CHR16:11254417-11256204(-)
48893532,CHR10:102317617-102326294(-),CHR12:85874295-85882992(+)
48893533,CHR10:101517348-102227330(+),CHR12:85955666-86839000(-)
48893534,CHR18:32076050-32082689(-),CHR2:127645864-127652639(+)
48893535,CHR17:47022402-47036469(+),CHR6:42963865-42979181(-)
48893536,CHR12:76839107-76842273(-),CHR14:64939152-64942746(-)
48893537,CHR17:31173614-31229684(+),CHR21:42062877-42143453(+)
48893538,CHR6:148133928-148345887(-),CHR12:29500813-29784759(-)
48893539,CHR2:25152630-25159897(+),CHR9:137191617-137204193(-)
48893540,CHR2:25161051-25162430(-),CHR9:137188660-137190370(+)
48893541,CHR2:25162490-25175927(+),CHR9:137174784-137188560(-)
48893542,CHRX:20483742-20517140(+),CHRX:47145221-47186813(+)
48893543,CHR6:115221405-115229166(-),CHR3:12153068-12158912(-)
48893544,CHR3:55044760-55080356(+),CHR13:36222004-36297840(-)
48893545,CHR2:26899938-26911101(+),CHR9:133459965-133470848(+)
48893546,CHR11:98042980-98084119(-),CHR17:39404285-39451272(-)
48893547,CHR14:111912547-111920576(+),CHR13:87671371-87696272(+)
48893548,CHR7:98138515-98151038(+),CHR11:76657524-76670747(-)
48893549,CHR7:99115211-99123229(+),CHR11:75422394-75433203(-)
48893550,CHR4:103171009-103229065(+),CHR1:58415384-58546802(-)
48893551,CHR1:92862130-92875670(+),CHR2:240586734-240617705(+)
48893552,CHR15:59186941-59203042(+),CHR8:124998497-125022283(+)
48893553,CHR9:123618565-123680964(-),CHR3:45917903-45995824(-)
48893554,CHR7:141009662-141017787(-),CHR11:790475-798281(-)
48893555,CHR5:31090487-31102771(-),CHR2:27098889-27119128(-)
48893556,CHR1:119851071-119924964(-),CHR2:119544432-119662251(+)
48893557,CHR16:91169671-91202477(+),CHR21:33205282-33265675(+)
48893558,CHR4:135455483-135479451(+),CHR1:24119771-24143140(-)
48893559,CHR4:109137465-109245014(+),CHR1:51354263-51519328(-)
48893560,CHR15:77361247-77375269(+),CHR22:36253071-36267530(+)
48893560,CHR15:77361247-77375269(+),CHR22:36226209-36239954(-)
48893561,CHR15:77468019-77480325(-),CHR22:36253071-36267530(+)
48893561,CHR15:77468019-77480325(-),CHR22:36226209-36239954(-)
48893562,CHR15:77518151-77527486(-),CHR22:36253071-36267530(+)
48893562,CHR15:77518151-77527486(-),CHR22:36226209-36239954(-)
48893563,CHR15:77392329-77402074(+),CHR22:36253071-36267530(+)
48893564,CHR17:35235555-35245717(+),CHR6:31765590-31777328(-)
48893565,CHR7:77825711-78228865(-),CHR15:87859751-88256791(-)
48893566,CHR10:68559576-68618485(+),CHR10:61406642-61453381(-)
48893567,CHR11:3444375-3454821(-),CHR22:31122614-31134697(+)
48893568,CHR1:43973130-44042160(+),CHR13:102596958-102679958(+)
48893569,CHR5:127709326-127786438(+),CHR12:128853427-128984968(+)
48893570,CHR7:44640646-44647011(-),CHR19:49665142-49673916(+)
48893571,CHR1:120154137-120198810(-),CHR2:119223831-119265652(+)
48893572,CHR1:120268312-120270903(+),CHR2:119156243-119158751(-)
48893573,CHR10:85890989-86334760(-),CHR22:32507820-33058381(-)
48893574,CHR10:77743556-77805746(-),CHR21:44350163-44443081(+)
48893575,CHR5:117495370-117516666(+),CHR12:118032687-118062430(-)
48893576,CHR11:74797185-74816774(-),CHR17:2303378-2325264(+)
48893577,CHR18:12732953-12871920(+),CHR18:23992773-24135970(+)
48893578,CHR4:62366890-62389133(-),CHR9:113313222-113340298(-)
48893579,CHR17:27000040-27011539(+),CHR5:173144442-173164387(+)
48893580,CHRX:70856368-70868312(+),CHRX:151396515-151409364(+)
48893581,CHR6:88812896-88818966(-),CHR3:127672935-127680926(+)
48893582,CHR4:73632816-73709231(-),CHR9:82979590-83219224(-)
48893583,CHR4:135222101-135265114(+),CHR1:24356999-24416934(-)
48893584,CHR7:138683554-138793223(-),CHR10:132207482-132332235(-)
48893585,CHR5:37604169-37874503(-),CHR4:5019386-5500994(+)
48893586,CHR18:43340762-43450546(+),CHR5:147234963-147401990(+)
48893587,CHR13:77191207-77283592(-),CHR5:94618231-94739436(+)
48893588,CHR11:51533908-51541664(-),CHR5:178113532-178127034(+)
48893589,CHR14:26414429-26613660(+),CHR3:57293699-57556034(-)
48893590,CHR2:62160417-62242575(-),CHR2:161992245-162074394(-)
48893591,CHR2:180893242-180929828(-),CHR20:63587602-63627101(-)
48893592,CHR4:14623620-14796060(-),CHR8:91101832-91219257(+)
48893593,CHR3:103482561-103552883(+),CHR1:114089291-114153880(-)
48893594,CHR12:105582395-105651470(-),CHR14:96279195-96363341(-)
48893595,CHR18:60946827-60982043(-),CHR5:150357629-150400308(+)
48893596,CHR18:67933177-68018241(+),CHR18:12991362-13125052(+)
48893597,CHR2:32198483-32243350(-),CHR9:128191655-128255248(+)
48893598,CHR18:77845267-77861586(-),CHR18:46104378-46128333(+)
48893599,CHR8:31640344-31654731(+),CHR8:33473386-33513185(-)
48893600,CHR6:72542905-72575396(-),CHR2:85354394-85391752(+)
48893601,CHR12:80739375-80770990(+),CHR14:69467744-69531551(+)
48893602,CHR3:34614530-34732142(+),CHR3:180989510-181836880(+)
48893603,CHR5:14564932-14913473(+),CHR7:82754012-83162930(-)
48893604,CHR12:31123967-31129939(+),CHR2:38814-46870(-)
48893605,CHR5:31454787-31484658(+),CHR2:27496839-27523684(+)
48893606,CHR13:47175463-47196833(-),CHR6:18128311-18155169(-)
48893607,CHR14:61375906-61478144(+),CHR13:23288689-23433763(-)
48893608,CHR9:22010501-22020517(+),CHR19:11538767-11550323(+)
48893609,CHR15:84828137-84872503(-),CHR22:45192244-45240894(-)
48893610,CHR7:45753952-45829441(-),CHR11:17392498-17476894(-)
48893611,CHR2:125142514-125348417(-),CHR15:48408313-48645721(-)
48893612,CHR11:98727611-98744519(+),CHR17:40177010-40195656(+)
48893613,CHR17:28426752-28447582(+),CHR6:35297818-35321771(+)
48893614,CHR10:88721854-88765377(+),CHR12:101155493-101210238(-)
48893615,CHR6:121222865-121247876(+),CHR22:18149843-18177397(+)
48893615,CHR6:121222865-121247876(+),CHR22:20363616-20377260(-)
48893616,CHR6:128333963-128339874(-),CHR12:2876258-2889524(+)
48893617,CHR2:132623562-132636999(+),CHR20:5911510-5925353(+)
48893618,CHR11:120601768-120604564(-),CHR17:82018702-82024107(-)
48893619,CHRX:140493994-140508213(-),CHRX:108719946-108736563(-)
48893620,CHR13:41403320-41430053(+),CHR6:11093834-11138733(+)
48893621,CHR17:36569764-36582896(-),CHR6:30326469-30343729(+)
48893622,CHR7:102207127-102214689(-),CHR11:4384897-4393702(-)
48893623,CHR7:102326789-102336534(-),CHR11:4598672-4608231(-)
48893624,CHR13:21363615-21378894(+),CHR6:28903002-28923988(-)
48893625,CHR2:130431922-130471958(-),CHR20:3107573-3160196(-)
48893626,CHR11:117751578-117756369(+),CHR17:78231293-78240987(+)
48893627,CHR9:31757340-31824581(-),CHR11:129375233-129452279(+)
48893628,CHR12:87267897-87285375(-),CHR14:77394021-77426013(-)
48893629,CHR10:50468756-50727300(+),CHR6:100508194-100881372(-)
48893630,CHR10:82531994-82578262(+),CHR12:104064531-104106524(+)
48893631,CHR7:44652372-44665537(-),CHR19:49640465-49658642(+)
48893632,CHR2:43445341-43572734(+),CHR2:142877657-143055833(+)
48893633,CHR9:42323612-42383534(-),CHR11:121024072-121090776(+)
48893634,CHR17:34863738-34865298(+),CHR6:32128707-32130288(-)
48893635,CHR17:45852878-45860603(-),CHR6:44270450-44307506(+)
48893636,CHR19:41755027-41790486(-),CHR10:97222173-97292673(-)
48893637,CHR4:3574875-3616619(+),CHR8:55773446-55826445(+)
48893638,CHR7:97130163-97190602(+),CHR11:77874362-77994715(-)
48893639,CHR7:97100530-97108764(+),CHR11:78015715-78046191(-)
48893640,CHR16:32066047-32075901(+),CHR3:196554177-196568674(-)
48893641,CHR1:106099599-106321975(+),CHR18:62715541-62980433(+)
48893642,CHR18:24603928-24610824(+),CHR18:35972625-35979286(+)
48893643,CHR9:15404728-15456556(+),CHR11:93478472-93553979(-)
48893644,CHR19:6291698-6312365(+),CHR11:64894546-64917209(-)
48893645,CHR11:4186831-4191027(+),CHR22:30262829-30266851(-)
48893646,CHR5:91287458-91296291(+),CHR4:74445136-74455005(+)
48893647,CHR5:108460679-108497225(+),CHR4:499210-540200(+)
48893648,CHR15:78926085-78927758(+),CHR22:37823382-37825485(+)
48893649,CHR15:74593083-74596222(+),CHR8:142727223-142736927(+)
48893650,CHR7:126450756-126461544(-),CHR16:29995715-30005793(+)
48893651,CHR9:14265286-14292538(-),CHR11:95089846-95132645(+)
48893652,CHR16:20052059-20060108(-),CHR3:183815922-183825594(-)
48893653,CHR14:49535976-49763354(-),CHR14:57563920-57983181(-)
48893654,CHR3:59224156-59251815(-),CHR3:151425384-151619925(-)
48893655,CHR4:24966407-25009233(+),CHR6:96794125-96837477(-)
48893656,CHR18:43664472-43820838(-),CHR5:147585438-147782775(-)
48893657,CHR2:120234377-120291347(+),CHR15:42273201-42353666(+)
48893658,CHR7:4754791-4756093(-),CHR19:55349306-55354719(-)
48893659,CHR11:16207742-16234551(+),CHR7:54542325-54571080(+)
48893660,CHR10:93359200-93375895(-),CHR12:95943331-95968720(+)
48893661,CHR13:6629804-6698813(-),CHR10:3066333-3137718(+)
48893662,CHR11:99123587-99134911(-),CHR17:40654665-40665181(-)
48893663,CHR11:98093885-98169330(+),CHR17:39461486-39567559(+)
48893664,CHR11:97973382-98041229(-),CHR17:39252663-39402556(-)
48893665,CHR6:120440143-120460692(+),CHR22:17084954-17115693(+)
48893666,CHR2:55325982-55488157(+),CHR2:154697855-154858354(+)
48893667,CHR7:36397543-36472978(+),CHR19:31149876-31350877(-)
48893668,CHR10:111999526-112052460(+),CHR12:75275979-75390928(-)
48893669,CHR13:36162778-36301543(-),CHR6:5031753-5260950(-)
48893670,CHR6:135339548-135360171(+),CHR12:13196723-13219941(+)
48893671,CHR17:28075481-28119014(+),CHR6:34792083-34877514(+)
48893672,CHR17:45834360-45853605(+),CHR6:44278734-44297698(-)
48893673,CHR19:55186531-55229668(-),CHR10:112308178-112356595(-)
48893674,CHRX:74032151-74128511(-),CHRX:154675249-154751583(-)
48893675,CHR12:4929032-4957705(-),CHR2:23927278-24004909(+)
48893676,CHR12:4967353-5097394(+),CHR2:23677969-23927123(-)
48893677,CHR10:45453925-45588441(+),CHR6:104728094-104859919(-)
48893678,CHR5:120596251-120610875(-),CHR12:113422380-113438276(+)
48893679,CHR5:120614612-120621997(+),CHR12:113392445-113426301(-)
48893680,CHR7:66872292-66878216(+),CHR15:99715697-99733561(-)
48893681,CHR12:75355096-75448230(+),CHR14:63204114-63293508(+)
48893682,CHR14:63843952-64058258(+),CHR8:10896045-11201833(-)
48893683,CHR16:33005441-33063682(+),CHR3:125528858-125595497(-)
48893684,CHR10:128755783-128759393(-),CHR12:55716038-55720087(+)
48893685,CHR2:152135748-152155916(+),CHR20:423596-462566(-)
48893686,CHR8:105979270-105981785(-),CHR16:67148104-67150998(-)
48893687,CHR8:105951779-105979685(+),CHR16:67109941-67148544(+)
48893688,CHR6:146789985-146933523(+),CHR12:27523431-27695564(+)
48893689,CHR10:84458156-84563042(+),CHR12:106357748-106510198(+)
48893690,CHR6:4600911-4643355(+),CHR7:94509219-94634172(+)
48893691,CHR9:95282979-95289323(-),CHR3:143119771-143124014(+)
48893692,CHR7:43959677-44009996(+),CHR19:50659255-50719802(-)
48893693,CHR7:107194414-107347790(+),CHR11:7513298-7667304(+)
48893694,CHR3:93427803-93433595(+),CHR1:152032506-152047907(-)
48893695,CHR5:17779814-17935266(+),CHR7:80742538-80922389(-)
48893696,CHR19:7394990-7403269(+),CHR11:63759892-63768775(-)
48893697,CHR5:33021045-33151580(+),CHR22:31753867-31908033(+)
48893698,CHR13:56920911-57043778(-),CHR5:136212745-136365545(-)
48893699,CHR2:151684847-151716588(+),CHR20:958452-1002311(-)
48893700,CHR8:95629497-95644726(-),CHR16:57512181-57537016(-)
48893701,CHRX:158771429-158906347(+),CHRX:19360056-19515508(-)
48893702,CHR2:11782687-11795140(+),CHR10:5861616-5889906(-)
48893703,CHR17:68580792-69087081(+),CHR18:5954706-6415259(-)
48893704,CHR3:54063456-54225892(+),CHR13:37632063-37869802(-)
48893705,CHR9:108324835-108338780(-),CHR3:49171598-49176486(+)
48893706,CHR7:5023375-5036225(+),CHR19:55605647-55617269(+)
48893707,CHR12:119909557-119984981(+),CHR7:19719315-19773617(-)
48893708,CHR4:40970906-41025992(+),CHR9:33290512-33371157(+)
48893709,CHR11:80191738-80246781(+),CHR17:32265832-32324661(+)
48893710,CHR8:72079356-72124418(-),CHR19:17601336-17688365(-)
48893711,CHR10:76089687-76096993(+),CHR21:46598604-46605208(-)
48893712,CHR6:116668500-116693943(-),CHR10:44911316-44937010(+)
48893713,CHR11:114689750-114697571(+),CHR17:74367458-74372600(+)
48893714,CHR11:120347432-120348894(-),CHR17:81665036-81666635(-)
48893715,CHRX:103526424-103551096(+),CHRX:75156369-75304897(+)
48893716,CHR1:139124794-139304838(-),CHR1:197201504-197478455(+)
48893717,CHR7:18853784-18872186(+),CHR19:45710629-45733177(-)
48893718,CHR9:21711476-21764006(-),CHR19:11199295-11262524(-)
48893719,CHR9:21746806-21748643(+),CHR19:11237502-11241943(+)
48893720,CHR3:72954598-72965136(-),CHR3:165186720-165197109(-)
48893721,CHR8:85794197-85794611(-),CHR19:12687998-12688422(+)
48893722,CHR8:90973668-91074971(-),CHR16:52436416-52547802(-)
48893723,CHR5:115281040-115296235(-),CHR12:120687149-120704282(+)
48893724,CHR7:3442558-3464782(+),CHR19:53962937-53990215(+)
48893725,CHR7:3381471-3416737(+),CHR19:53909278-53943950(+)
48893726,CHR13:3990688-3995349(-),CHR10:5364966-5374692(+)
48893727,CHR18:84964316-84969649(-),CHR18:74148523-74160531(+)
48893728,CHR1:129201039-130147015(+),CHR2:136765545-137677718(+)
48893729,CHR3:69129752-69130951(+),CHR3:160677160-160678448(+)
48893730,CHR6:8259288-8428767(+),CHR7:7640711-7968020(+)
48893731,CHR10:39026966-39039790(-),CHR6:112052813-112069686(+)
48893732,CHR3:62375434-62414425(-),CHR3:154272546-154324487(-)
48893733,CHR4:153457678-153567268(-),CHR1:4654609-4792534(+)
48893734,CHR2:117942357-117957614(+),CHR15:39581079-39599466(+)
48893735,CHR2:118107591-118203900(-),CHR15:39799008-39920936(-)
48893736,CHR12:80999959-81015479(-),CHR14:69775416-69797241(-)
48893737,CHR11:69694429-69696450(-),CHR17:7435435-7437679(+)
48893738,CHR5:34164523-34326792(-),CHR4:2071918-2242121(-)
48893739,CHR8:70354834-70356168(+),CHR19:19512418-19515548(-)
48893740,CHR5:110932354-110957963(-),CHR12:131894622-131923150(+)
48893741,CHR14:58070160-58127733(-),CHR13:21348784-21459370(-)
48893742,CHR16:45779626-45830581(-),CHR3:111674676-111846447(+)
48893743,CHR9:105288561-105398456(-),CHR3:130850595-131016712(+)
48893744,CHR11:94380425-94390800(-),CHR17:50532682-50543750(+)
48893745,CHR15:7120095-7226970(+),CHR5:38474668-38608403(-)
48893746,CHR12:87068114-87136817(+),CHR14:77116568-77259495(+)
48893747,CHR1:34889057-34918661(+),CHR2:131104847-131353709(+)
48893748,CHR18:12385419-12438854(-),CHR18:23598926-23662911(-)
48893749,CHR18:12888371-13074898(-),CHR18:24162045-24397880(-)
48893750,CHR1:138752924-138776315(-),CHR1:197911902-197935478(+)
48893751,CHR8:85733831-85741160(-),CHR19:12751702-12758458(+)
48893752,CHR10:34027389-34083711(-),CHR6:116254171-116444861(+)
48893753,CHR12:30224481-30423374(-),CHR2:950849-1367613(+)
48893754,CHR5:120672222-120726731(-),CHR12:113221050-113298585(+)
48893755,CHR5:120727081-120745183(+),CHR12:113195441-113221094(-)
48893756,CHR10:127512934-127536918(+),CHR12:57055643-57088627(-)
48893757,CHR9:30941940-30987181(+),CHR11:130226677-130314917(-)
48893758,CHR9:30338404-30378029(+),CHR11:130866250-130916479(-)
48893759,CHR3:30953520-31023564(-),CHR3:170086732-170181749(-)
48893760,CHR6:12311607-12749252(-),CHR7:11370365-11832198(-)
48893761,CHR17:6130103-6135763(+),CHR6:158168350-158199344(+)
48893762,CHR5:31398227-31408910(+),CHR2:27427790-27442259(+)
48893763,CHR2:130526033-130539439(-),CHR20:3227417-3239559(-)
48893764,CHR7:28834358-28853386(+),CHR19:38409051-38426305(-)
48893765,CHR16:18225636-18245602(-),CHR22:19941371-19969975(+)
48893766,CHR11:62139810-62157278(+),CHR17:15850362-15975746(+)
48893767,CHR11:61847589-62113839(+),CHR17:20008865-20319026(+)
48893768,CHRX:144229420-144288145(-),CHRX:112774503-112840831(-)
48893769,CHR1:136187535-136188611(-),CHR1:200872981-200874178(+)
48893770,CHR6:142359167-142365456(+),CHR12:21526296-21541249(+)
48893771,CHR6:35229645-35238574(+),CHR7:135662496-135693418(+)
48893772,CHR8:71261093-71274068(+),CHR19:18058995-18098944(-)
48893773,CHR6:87435527-87510241(-),CHR2:68679601-68826833(+)
48893774,CHR12:84001273-84031626(-),CHR14:73478484-73633814(-)
48893775,CHR2:131052280-131055434(+),CHR20:3811384-3828838(+)
48893776,CHR7:12722273-12732119(-),CHR19:58479512-58512413(-)
48893777,CHR13:81821962-81859132(-),CHR5:90471748-90514557(+)
48893778,CHR13:81859536-81901394(+),CHR5:90458209-90474771(-)
48893779,CHRX:46898247-46981490(-),CHRX:129446501-129523500(-)
48893780,CHR4:99655643-99717403(-),CHR1:63320884-63593721(-)
48893781,CHR4:150063932-150093480(-),CHR1:9234774-9271337(+)
48893782,CHR4:128999341-129005419(+),CHR1:32894594-32901438(-)
48893783,CHR18:42408418-42474607(+),CHR5:146203605-146289223(+)
48893784,CHR3:33003557-33197396(-),CHR3:179794958-180037053(-)
48893785,CHR7:29019797-29218066(-),CHR19:37907208-38208369(+)
48893786,CHR13:34811823-34836664(-),CHR6:3722614-3751713(-)
48893787,CHR17:7630214-7652863(-),CHR6:167269032-167316014(+)
48893788,CHR17:13327504-13350697(-),CHR6:167269032-167316014(+)
48893789,CHR7:126545159-126548754(-),CHR16:29900363-29919864(+)
48893790,CHR6:131276096-131330532(-),CHR12:10618923-10674318(-)
48893791,CHR10:119977553-120038035(-),CHR12:66189195-66254622(+)
48893792,CHR7:28533559-28541128(+),CHR19:38801671-38812945(-)
48893794,CHR3:60910216-60916403(+),CHR3:152835131-152841439(+)
48893795,CHR11:101315910-101326492(+),CHR17:42980565-42995142(+)
48893796,CHR18:66990776-66993558(-),CHR18:60371062-60372775(-)
48893797,CHR11:62495710-62539349(-),CHR17:16441577-16492193(-)
48893798,CHR19:11495923-11507767(+),CHR11:60171607-60184666(-)
48893798,CHR19:11495923-11507767(+),CHR11:60327255-60396596(+)
48893799,CHR19:11563970-11582150(-),CHR11:60171607-60184666(-)
48893799,CHR19:11563970-11582150(-),CHR11:60327255-60396596(+)
48893800,CHR19:10939657-10952034(-),CHR11:60785333-60801305(+)
48893801,CHR19:11446730-11459556(+),CHR11:60171607-60184666(-)
48893801,CHR19:11446730-11459556(+),CHR11:60327255-60396596(+)
48893802,CHR19:11227043-11243513(-),CHR11:60455846-60470752(+)
48893803,CHR19:11606863-11618215(-),CHR11:60056587-60071115(+)
48893804,CHR19:11298403-11313510(-),CHR11:60378485-60395951(+)
48893805,CHR19:10974388-10995390(-),CHR11:60724720-60745028(+)
48893806,CHR19:11592887-11601083(-),CHR11:60088259-60098467(+)
48893807,CHR19:11146782-11174101(-),CHR11:60515392-60543424(+)
48893808,CHR15:89383826-89444464(+),CHR22:50672823-50733212(+)
48893809,CHR2:3410080-3423685(-),CHR10:14954228-14988050(+)
48893810,CHR14:63757100-63781402(-),CHR8:11284816-11339526(+)
48893811,CHR5:70908390-70999960(-),CHR4:46035769-46124054(-)
48893812,CHR1:64828279-64995983(-),CHR2:207821288-208025527(-)
